88,2010,629.92,565.67,664.23,586.02,591.03,589.41,616.19,592.04,555.95,574.53,633.45,676.57
88,2011,681.79,591.05,786.04,712.37,832.33,826.79,797.96,764.18,722.96,767.19,831.3,898.04
88,2012,1042.9,1006.8,1075.2,895.18,877,799.52,769.95,744.42,699.1,698.63,836.74,844.63
88,2013,951.42,813.01,938.02,828.23,853.32,830.18,954.93,907.41,834.08,896.62,1008.3,995.48
91,2008,1171.3,1272.3,1228.6,1177.3,870.58,1112.8,805.42,972.62,1058.9,1124.4,934.76,1447.1
91,2009,818.47,886.05,936.5,959.26,723.72,950.8,943,1033.6,775.23,1236.7,1154.3,1343.4
91,2010,993.19,711.36,886.91,984.44,801.22,938.82,1019.3,941.22,804.23,802.21,802.83,1194.2
91,2011,1081.8,1040.4,1203,811.86,807.3,745.59,699.32,696.32,737.18,707.84,1073.1,1199.2
91,2012,1361.4,1186.1,1124.2,898.93,898.45,929,617.9,998.62,1049.2,1640.3,1304.2,1250.8
91,2013,1066.9,995.78,917.82,919.35,836.36,742.1,771.33,880.52,739.29,1622.2,1062.7,1162.6
93,2008,4956.8,5384.1,5199.3,4982.4,3684.2,4709.5,3408.5,4116.1,4481.1,4758.2,3955.8,6124
93,2009,4065.7,4401.4,4652,4765.1,3595,4723,4684.3,5134.3,3850.9,6143.2,5733.9,6673.2
93,2010,5333.1,3819.8,4762.4,5286.1,4302.3,5041.2,5473.6,5054.1,4318.4,4307.6,4311,6412.6
93,2011,5623.1,5408.2,6253.5,4220,4196.4,3875.6,3635.1,3619.5,3831.9,3679.4,5578,6233.5
93,2012,5716.2,4980.2,4720.2,3774.5,3772.4,3900.7,2594.4,4193,4405.2,6887.2,5476,5251.9
93,2013,4777.1,4458.6,4109.5,4116.4,3744.8,3322.8,3453.6,3942.6,3310.2,7263.6,4758.4,5205.5
100,2008,212.34,183.74,228.72,223.12,239.79,214.45,226.83,216.6,171.58,171.31,171.5,163.02
100,2009,228.77,179.02,240.17,225.93,200.23,184.72,221.5,208.04,159.89,144.17,157.51,198.04
100,2010,174.43,120.49,172.92,175.01,185.49,172.44,206.07,194.89,144.96,155.75,198.45,184.1
100,2011,232.11,235.22,300.33,312.07,325.84,367.08,404.25,388.13,263.58,244.72,267.71,270.97
100,2012,125.12,112.94,127.37,126.82,123.07,121.04,124.83,115.52,81.454,68.972,93.43,93.442
100,2013,-8.902,-7.627,-8.31,-8.299,-8.325,-9.752,-9.6,-8.741,-6.668,-6.482,-5.968,-6.326
143,2008,478.4,413.97,515.31,502.68,540.24,483.16,511.04,488,386.57,385.96,386.4,367.28
143,2009,700.13,547.88,735.04,691.47,612.8,565.33,677.89,636.71,489.33,441.24,482.06,606.11
